text,label
"Yang paling mengganggu selama kena covid part 2 ini: 

- batuk sampe bengek 
- SUSAH TIDUR. Tolong.",Positif
Gue ga nyangka sih bakal kena covid lagi wkwkwk. Semoga abis covid ga tipes juga kaya tahun lalu 😂,Positif
"ga nyangka banget disuruh rehat jalur positif C word. speed recovery yaa, dear aku💜 https://t.co/TlMBFvHJW3",Positif
"Semenjak positif c word, gw jadi candu sama aroma kayu putih sksksk. Kayak sehari gak ngirup tuh ada yg kurang😭",Positif
"aku yg hari ini positif c word pas liat foto ini langsung halu ""Ayang masakin aku makanan sehat biar imun aku meningkat""👍🏻👀",Positif
Gue positif c word 🗿🗿,Positif
wkwkwk aku dan keluargaku🥲 sekeluarga positif c word tp mereka cuma tenggorokan gatal. aku tenggorokan gatal + batuk pilek😭 bismillah aja deh semoga cpt enakan nih badan😭🥲,Positif
"Kirain aku demam krn ga punya ayang haha ternyata karena covid. Getting worse when I'm here with covid and no ayang.
Sad :(

LOL",Positif
"omicron, mirip banget sama flu tapi aku dari jumat demam tinggi sama keringet malam, ditambah nyeri otot juga, kirain flu eh pas antigen ternyata covid 🥲 be careful ya kamuu, sekarang lagi tinggi banget penularannya",Positif
"Yap aku juga kirain sakit biasa, ternyata positif covid gejalanya persiss bgt kaya mas ini. Tapi aku ga batuk berdahak, batuk kering dan tenggorokan super sakit kaya radang gt.",Positif
"Dan aku juga ngerasain gejala yg sama sampe skrng blm negatif, seminggu isolasi di RS dan baru pulang kmrn😭",Positif
pantes aku sesek kirain covid ternyata km larilari disini,Positif
"5 hari lagi isoman selesai, terus swab lagi semoga aja negatif tp aku malah ngerasain gejala omicron :') rambut rontok batuk terus sesek nafas gausah ditanya kurang kuat apa aku ya Allah",Positif
udah bukan positif syg km tp positif corona ❌❌❌❌❌❌❌❌,Positif
"Gw positif cvd, semoga cepet negatif.",Positif
"gue lg gaenak badan
bkn gaenak lg sie, kena covid anjink
eh harus membaca ini semua harus menyelesaikan sebuah resume astaghfirullah 🥺 https://t.co/p75Bue7NNH",Positif
"Covid masih positif, wallet makin negatif :)",Positif
Morning menuju siang gengsss 😚 btw minta doanya yaa aku positif covid doain ya semoga bisa cepet negatif lagi 🤗❤,Positif
"Kepala pusing, kirain kena covid. Eh ternyata belom dikabarin, di kirim pap sm ayang 😔",Negatif
"ini gara2 ada temen yang positif covid bawaannya jadi sugestian. gejala pusing2, pas liat kalender rupanya tanggal tua 😮‍💨",Negatif
"6 bulan yg lalu setelah vaksin sinovac  dosis pertama nder rasain anosmia,batuk dan hilang rasa di mulut,Sampek 4 Minggu,habis itu Alhamdulillah nggak pernah sakit lagi",Negatif
"2021 imunku drop terus
maret flu 
juli flu+anosmia
november flu lagi
desember puncaknya: pusing+flu berat+batuk+sakit gigi 😌",Negatif
"Wah gila sih gejala omicron batuk kering dan tenggorokan gatal 😭 berarti bener dong minggu lalu aku covid (?) Wkwk tp ga demam, ga anosmia -_- selama 3 hari trs alhamdulillah udah sehat..",Negatif
Masih nyimpan ini dulu Pas gw kena covid https://t.co/LDlLlyAJtt,Negatif
gw prnh kena prank jd wktu itu gw sesak napas kan kirain covid trus gw tes trnyata negatif covid positif sakjiw,Negatif
"Pernah, dan ga sadar klo kena covid. Ketauannya pas udah sembuh malah",Negatif
"Pernah ngerasain gejala ringannya, kalo di test gue rasa pasti positif hasilnya, tapi waktu itu aku mantep di rumah doang. Soalnya waktu itu emg pas lagi karantina dan kasus lagi mblundak",Negatif
"Saya, istri dan anak juga pernah positif mas,tapi saya dan istri bergejala,sedangkan anak saya yg 7 Thun sehat2 saja,sampai saat ini saya belum ijinkan anak saya di vaksin",Negatif
"Klo ini aku setuju kak, karna aku jga pas covid dulu masuk ke kategori gk bergejala. Sempet keilangan penciuman 2 harian tpi karna pilek jga ya mikir gk aneh but ya positif covid tpi tetep keliatan sehat sampe seruangan gk percaya tes ku positif",Negatif
Bulan Juli saya sekeluarga positif covid termasuk anak terakhir saya usia 7 tahun. Dan ajaibnya hanya dia yang sama sekali tidak bergejala dan  tetap sehat walaupun dia punya komorbid asma,Negatif
Aku kmrn kena corona. Abis bisa nyium lagi n sampe skrg kalo nyium bau dr alkohol kek parfum kek nyium bau bakaran ato g kek wangi bensin. Semua parfum yg ada alkoholnya. Syaraf penciuman nya kek bingung gitu,Negatif
sesek nafas ku kira covid ternyata belom di suruh nafas sama ayang😢😢😢,Negatif
"Bronchitis kumaaat. Males banget batuk mulu, bisa2 gw dikira covid mana sesek nafas segala 😭",Negatif
"tiba - tiba sesek napas, kukira kena covid tapi ternyata karena separuh nafas ku ada di kamu",Negatif
gw kmrn dicek karena batuk parah sama sesek nafas sih ini sebelum covid btw terus ternyata pneumonia,Negatif
"Sesek nafas kirain kena covid,ternyata dia suka sama yang lain.",Negatif
Alhamdulillah merasa lega juga pas hasilnya negatif. Resmi jadi alumni covid haha. Thanks 2022.,Negatif
"Sesek nafas, dada sakit, hilang rasa
Kirain covid ternyata patah hati💔",Negatif
"Nafas sesek kukira long covid, ternyata krn target stretched mulu 🙏🏻",Negatif
Post covid problem: jadi gampang menggigil. Cape gue. Udah 10 hari dari PCR negatif tetep badan ga karuan.,Negatif
"2 bulan sembuh dari covid impect nya bikin rambut rontok parah, sering sesek nafas, gampangan cape, haid sebulan 2x , gampang sakit tenggorokan, padahal w kena covid ringan aaa kesel pen pulih total gimana si?",Negatif
Finally 😭 akhirnya aku negatif dari covid,Negatif
"2 minggu ini sesek nafas mulu, bukan covid tp mikir kahanan",Negatif
sesek nafas lagi tapi bukan covid,Negatif
"lagi sesek nafas jg frenn bukan covid,tenang ....",Negatif
"Kami (hampir) sekeluarga kena covid awal bulan Agustus, sekarang sudah sehat dan tinggal pemulihan. Kemarin aku cek ke dokter kandungan, alhamdulillah kondisi calon bayi sehat ❤ beratnya udah 1 kilo 👶 tinggal naikin BB ibunya aja karena sempet turun. Bisa yooook ❤🤰 https://t.co/FtsdCwypvi",Negatif
Ada yg bikin nafas sesek tapi bukan gejala covid 🙂,Negatif
"Ini negatif covid, positif darah tinggi saya gara2 pertanyaan netijen ini.",Negatif
"Sesek nafas tak kiro keno covid, ternyata dia suka sama yang lain.",Negatif
"Kamu punya masalah badan lemes, tenggorokan sakit, mata berkunang-kunang. Tenang jangan panik, itu bukan covid.

Tapi keracunan janji manis.",Negatif
Sakit tenggorokan wkwkw tapi bukan covid kok,Negatif
"Demam sama tenggorokan sakit buat nelen, kirain kena covid lagi ternyata mau tumbuh gigi 🥲",Negatif
"Dari minggu ga enak badan, ditambah stress, sampe sesek nafas, ke dokter diswab alhamdulillah bukan covid, langsung dikasih oksigen dll, untung ga dirawat cuma disuruh istirahat, monic sehat dong masa langsung drop gini sihhhhhh",Negatif
"Udh was² side effect sehabis vaksin masih berasa sampe 3 hari. Sakit tenggorokan, pilek, batuk, ga enak badan. Tp Alhamdulillah test PCR negatif. Jadi kalo emg bkn karena covid ga akan jd positif ya gaes test PCR nya. Kalo flu biasa ya ga akan positif ceunah. Tetep prokes aja.",Negatif
"Ga enak badan, kepala pusing.. Bukan gegara covid, krna ga punya uang aja",Negatif
"Keinget banget malem taun baru kemaren gue kena covid dan lagi lemes-lemesnya, badan panas, tulang ngilu, sakit kepala, selimutan dan denger suara petasan jedag jedug. Makinlah sakit wkwk 🥲",Negatif
"pernah pas covid, asli 24 jam merem buat tidur sebentar aja ga bisa karena badan panas+sakit semua+diare, sampe nangis wkwkwk",Negatif
Lega bgt udah negatif 🙏,Negatif
kirain covid eh ternyata masuk angin..,Negatif
"Yang nyebelin dari Covid, gejalanya mirip-mirip penyakit kita sehari-hari. Coba beda sedikit gitu, kaya tiba-tiba muka jadi cakepan kalo kena Covid.",Negatif
"gue kira sakit karna covid, ternyata liat kamu blok aku,xixi",Negatif
"Fiks 😷
Negatif covid
Positif sakit pinggang",Negatif
"Ini gue bukan positif c kayanya dah, positif mencintai jaehyun.",Negatif
"temen kerja pd positif, alhamdullillah gw negatif😭😭",Negatif
Orang rumah positif gw udh negatif terkadang rasa bingung knp gw yg negatif,Negatif
"Gw tenggokan gatel, terus swab tuh besoknya karena kontak dg org positif 5 hari sebelumnya. Alhamdulillah hasilnya negatif. 

Jadi dasarnya, klo emg gak covid, InsyaAllah gak bakal positif.",Negatif
Gw dan suami udah negatif. Anak gw masih positif 😞,Negatif
"Kontak erat dgn kawan yg positif omicron, saya test dua kali hasilnya negatif.",Negatif
Kirain kena covid ternyata kesepian ea https://t.co/ZPDb66j5kU,Negatif
"Sempet flu, terus sakit tenggorokan yang kalo nelen ludah aja sakit betul, batuk berdahak sampe hilang suara, demam, badan nyeri semua, udah deg - degan bgt takut positif eh pas swab hasilnya negatif 😭 bahagia luar biasa.",Negatif
"Tenggorokan sakit+gatel terus..

Hari ini jadwal swab..
Banyak temen yg positif..
Udah deg2an aja..
Alhamdulillah hasil swab ku negatif..",Negatif
Dada sesak kukira covid ternyata belum disuruh nafas ama ayang,Negatif
"Negatif omicron, positif tipes. Aku :)",Negatif
"negatif omicron, positif sakit gigi",Negatif
Alhamdulillah negatif copid positif crazy. https://t.co/VmngSsH1jQ,Negatif
"Negatif copid, positif buntu 😭",Negatif
negatif untuk covit positif untuk dia,Negatif
"negatif covid, positif setia. bhaaakkk leh ugak 🤣",Negatif
"negatif covid, positif mleyot.",Negatif
"ternyata gue batuk terus sakit tenggorokan ni bukan karna positif covid, tapi karna abis nyobain rokok super😭",Negatif
YA ALLAAAHHHHHHHHH INIMAH GUE BNRN POSITIF GILA BUKAN POSITIF COVID ARGHHHHHH,Negatif
"Biar gak kena covid, mesti banyak konsumsi vit C. Dan vit C yg terbaik adalah Cuan",Negatif
"Ya Allah, kirain aku meriang mau demam, udah takut kena covid(amit amit ya Allah) soalnya tadi dari kampus, ehh ternyata mules terus berak, kelarr dehh enakan awokwok",Negatif
"Nafas aku sesak kirain covid, ternyata separuh nafasku ada di kamu 🙂🤮",Negatif
gak ada rasa kirain covid taunya aku emang udah gak cinta sama kamu,Negatif
"Wkwkwkw aku jadi mau cerita juga. Kemarin valentine aku tbtb sakit, udah takut bgt kirain covid ternyata gejala d… — dbd https://t.co/YLx9BKzCKh",Negatif
Udah ketar ketir aku tiba2 radang tenggorokan sama pilek ga berhenti2 kirain covid. Sampe test 2 kali dalam waktu 3 hari ini ternyata masih negatif 🥺 thank god https://t.co/NSN5aWRBNf,Negatif
Sayang bgt sama sobi sobi ku yaampun cute bgt mereka liat postingan aku pesen obat di kemenkes trs pada panik kirain aku yg covid padahal papaku 😬 . stay healthy ya gais❤️,Negatif
"nafas aku sesek kirain covid
ternyata setengah nafasku ada di kamu",Negatif
hallo dari aku yg pulang dari rumah sakit kirain covid ternyata tipes 😭,Negatif
Sesek nafas kirain separuh nafas aku ada diayang eh gataunya covid,Negatif
pengalaman aku keringat dingin tremor pusing mual mau muntah kirain covid 19 ternyata rate off pity 10,Negatif
"Ga bisa nyium, ga bisa ngerasain apa-apa
Kirain aku positif Covid, ternyata cuma dianggep temen 😞",Negatif
Choiii..bukan covid la..sakit gigi je,Negatif
Demam biasa doang kok bukan covid,Negatif
"ini seluruh badan pegel bgt dr kemaren, tp bukan pegel covid tp asli si kaki gue jd sakit bgt buat jalan, knp ya :’)",Negatif
Bukan covid aku masih bisa nyium bau sm merasakan makanan,Negatif
Tak bisa mencium kupikir anosmia akibat covid. Tapi ternyata karena bukan siapa siapanya lagi,Negatif
Alhamdulillah udah negatif covid 😁🙏,Negatif
Alhamdulillah negatif tapi ni badan gakuat lemes sama gaenak tenggorokan:),Negatif
"alhamdulillah dah negatif 🥰 yang males tu bukan cuma demam batuk pas covidnya aja, tapi recovery dari lemas dan sesek nafasnya juga malesin",Negatif
Sesak nafas terus tapi negatif ini kenapa ya,Negatif
"Dari kamis kemaren batuk, pilek, sesak nafas, pusing, meriang dan gejala covid lainnya. Tapi hamdalah negatif.
Khawatir covid karena sempet maksain ketemu sama konco lawas meskipun badan kurang fit soalnya mumpung masih bisa ketemu https://t.co/oXFz1iwkzB",Negatif
Hidup negatif banget sampai sesak nafas..,Negatif
"huhuhuhu dari semalem demam tinggi, tenggorokan gatel, badan pegel pas berobat ke dokter juga disuruh swab sumpah deg-degan banget tapi alhamdulillah hasilnya negatif huhuhuhu",Negatif
"Aku dr sabtu kemaren kyk gini, pcr juga negatif tapi demam sama sakit tenggorokan 🥲 gejalanya mirip mirip omicron",Negatif
"gue 4 hari batuk, pilek&demam rasanya ga enak bgt, sesek nafas pula. alhamdulillah negatif c word. kasian klo lansia atau balita yg sakit kya gini, ga banget..",Negatif
Pasti tiap overthinking kambuh lagi tuh sesek nafas😭😭 jauh2 deh pikiran negatif.. Udah seneng gapernah sesek nafas lagi eh taunya masih kambuhan yaAllah😥,Negatif
"asma gw jadi kumat setiap hari, setiap hari. setelah gw dinyatakan negatif covid. pas covid malah ga pernah sesek. even detik ini gw ngetik, gw lagi gabisa nafas dengan normal. it sucks",Negatif
"pdhl yg masih batuk2 tuh adek gw tpi hasilnya udh negatif, sdngkn gw cmn tenggorokan rada gatel malah masih positif 🙂",Negatif
"Selasa kemaren setelah swab hasilnya Puji Tuhan negatif tapi tenggorokan kering dan gatel banget, sampe serak suaranya",Negatif
"tenggorokan gatel udh berhari2 tp mau antigen/pcr negatif semua, jd bingung harus apa https://t.co/lJsAk1KDL3",Negatif
"Akhirnya nyoba tes, semacam ngira bakal positif karena tenggorokan gatel, ternyata negatif juga 🤔",Negatif
"tenggorokan gue gatel dan sakit bangetttt, tapi pas di swab negatif ah gaenak bgt gabisa minum es sama makan pedes 🥲",Negatif
"Dan Alhamdulillah aku, ayahku, dan adikku yg satunya lagi (kembar) masih dikasih hasil swab pcr negatif walaupun perhari ini mulai pada agak gatel tenggorokan, meriang, batuk, dan pilek 😪",Negatif
"Aku, udah seminggu tenggorokan radang, gatel. Tpi 3x antigen negatif terus",Negatif
"Hari ini aku batuk + tenggorokan gatel bgt, akhirnya swab di lab and again negatif yeyy",Negatif
Di swab udah negatif tapi tenggorokan masih gatel bgt napa yak,Negatif
"pls bener sekali ini tenggorokan gatel bgt, kmrn udh tes alhamdulillah hasilnya negatif",Negatif
"Sama dok, 2 minggu yg lalu ga ada angin ga ada badai tiba2 tenggorokan gatel dan radang, tes antigen negatif. Dikasih minum obh kombi batuk flu + dekolgen 4 hari udh sembuh...",Negatif
jujur aja hari ini gaenak badan sama tenggorokan gatel.. trs temen2 gue satu2 pada positif jadi akhirny swab.. dan alhamdulillah negatif.. TEMEN2 JAGA KESEHATAN SEMUAAAA ❤️❤️❤️❤️ https://t.co/kgulBJ5eQT,Negatif
barusan terjadi parno msk kantor krn tenggorokan gatel utk hasilnya negatif jd bisa kerja😭,Negatif
"3 hari ngerasain sakit tenggorokan, rasanya gatel ini tenggorokan, pilek. Langsung disuruh swab. Alhamdulillah negatif, buat semuanya jaga kesehatan ya & taat prokes uhuyy 🤗 https://t.co/tVDjMvRAVe",Negatif
"Bener2 selama di Purwokerto gue makan minum apa aja ga peduli tepung, minyak, gula, semua dimakan, ujug2 tenggorokan gatel banget, malah parnonya covid karena cenah gejala omicron tenggorokan gatel. Hamdalah hasil swab negatif. ",Negatif
"Tuh kan negatif, tpi knp sakit kepala, demam ama sakit tenggorokan yah, takut omicron anjir, mau pcr gak punya duit mahal bgt disini 😭 https://t.co/2UcSLt1t1O",Negatif
"Kepala sakit, tangan kaki dingin, flu, tenggorokan sakit, makanan ga ada yg enak, di swab negatif. Akhirnya ada istilah ""demam biasa""",Negatif
"sakit tenggorokan, demam, sakit kepala, badan nyeri smpe susah bangun trus idung mampet n batuk batuk 🥺 antigennya negatif tp pas PCR positif 😢",Negatif
"demam kl malem doang + sakit kepala berat + sesek + bibir pecah2 + muka kering + gabisa tidur + diare, padahal pas di swab negatif tp gatau kenapa rasanya sakit bgt:(",Negatif
3 harian sakit kepala gue pusing trs tenggorokan jg gaenak trs flu tp pas dites negatif… haduhhh stress bgt,Negatif
"Orang-orang cov pada denial, w sakit tenggorokan langsung isoman dan swab, padahal ternyata flu biasa. 
2 kali test negatif kopid positif miskin.",Negatif
"Swab negatif, flu juga engga. Tp badan anget, dan ternyata sinus lagi pingin berontak. Fak!",Negatif
"Banyak mendadak ahli yg bilang jgn swab pas pusing dan flu karena hasilnya positif. Tadi baru swab mandiri lagi dan alhamdulillah masih negatif. Cuma skrg flu, demam dan pusing aja nih. Langsung ngobat paracetamol dan nalgestan. https://t.co/8get0P8Mie",Negatif
"2hari lalu w ga knp2 trs ada antigen kantor hasilnya negatif, tp skrg kok malah agak pilek gini rasanya ☺️",Negatif
duaduanya🥲 aku sempet demam pilek dll tp tetep negatif,Negatif
3 kali batuk demam pilek tiap di tes selalu negatif. Kyknya klo digigit zombie jadi hybrid,Negatif
Hasil pcr negatif tapi badan masih meriang batuk pilek kek mau tumbang. Akhirnya ke dokter juga biar diresepin 4nt1biot1k 😂🥲 https://t.co/RQczCzey4I,Negatif
Udah negatif tapi kenapa masih batuk dan pilek wkwkwk,Negatif
insomnia karena batuk pileg tapi bukan corona varian omicron 😂,Negatif
"Virus mematikan itu bukan Corona, bukan omnicron, tp asmara, coba hitung berapa bnyk genteng yg dijual gara-gara asmara?",Negatif
"Tapi gw rasa ini bukan Corona siee soalnya w cuman demam, tenggorokan panas, yaa Alhamdulillah masih bisa nyium",Negatif
Ini bukan corona tp HIV,Negatif
"mjb, aku gitu kak ditambah orang2 sekitar kena omicron makin parno, tapi aku test pcr negatif eh pas tes lab ternyata tipes",Negatif
"Dah antigen.
Negatif omicron, positif kangen abang.",Negatif
"Smua gjala omicron sda di sy
Tpi pas tes negatif",Negatif
"Guilaniiiiiiiiii crut... 
Negatif cvd positif stress herpes pes tipes",Negatif
LUNAR UDAH NEGATIF GAES 😭😭 Makasih banyak yaa gaes untuk doa dan semangatnya dari kmarin. Makasih dah nemenin selama isoman 😘😘😘 Love you @ribetbatdahelah @Z_okiizawa @vixenxenvi @httpswin01 https://t.co/zBINDM1lR2,Negatif
"negatif sih yon, bukan sakit cvd wkw",Negatif
negatif cvd positif stress https://t.co/w2bQsdluAf,Negatif
Alhamdulillah dah negatif cvd 😭😭🤲,Negatif
"udah 2 kali swab hasilnya Alhamdulillah negatif, tapi kenapa gejalanya bener2 mirip cvd sihhh😭😭",Negatif
"Negatif c19

Positif menyayangi Yessica 😍 https://t.co/V1Lc81sQYj",Negatif
negatif Covid-19 positif pincang. ADE ADE AJE ELAH,Negatif
"no, aku bkn covid. aku gerd. udah 3 malem susah tidur, muntah2 sampe sesek. puncaknya td pagi bener2 sesek PARAH, dan akhirnya ya begitulah hihi <33",Negatif
"pusing dan lemes bkn krn covid, tp udh msuk mid term jd tugas udh gak waras semuanya :(",Negatif
gue yg batuk bkn karna covid aja nyiksa bgt😭 apalagi org yg batuk2 karna covid 😭😭,Negatif
omicron serem bgt udh booster pfizer pun ga nampol:( alhamdulillah aj si tumbang gini cuma tipes bkn covid:( jd ga mau ke solo elahhh tp praktikum:/ daring lg deh gpp serem bgt gamau covid ai,Negatif
Anjay. Udh negatif covid tapi positif dbd. 😁😁😁😁,Negatif
"Negatif covid, positif overthinking

alhasil disaranin ke psikolog, dan dijadwalin malam ini🙃

gue ngga gila sumpaa hahaha",Negatif
"negatif covid
positif jompooo https://t.co/On4cM1YLtp",Negatif
Bisa2nya gw positif covid ajg🙄,Positif
"Guys. Gw positif covid 😞
Jadi batuk yg 2 minggu ga sembuh2 ini memang karna si omicron.",Positif
"eh jangan begitu, aku dua tahun ini selalu punya pacar, aku gapernah kena cvd. sekarang sekalinya jomblo aku positif cvd anjir. *nangis*",Positif
"bulan lalu dirawat dbd, sekarang cvd, alhamdulillah ala kuli hal. semangat sembuh cepat karena aku suda tidak dicover sebagai anak peg bumn lagi 😂",Positif
Aku positif copid wkwkwkwjwjwj,Positif
Ya sekarang paling enggak ada SESUATU yang positif dalam diri gua yaitu COPID MWEHEHEHE.,Positif
"Aku juga terkonfirmasi positif, setelah 2 hari kamu terkonfirmasi positif copid 🥲",Positif
selain positif cofid ak juga positif mencintaimu,Positif
"gk bisa bersentuhan kirain karena positif corona, ternyata positif virtual",Negatif
Swab test mandiri kirain bakal negatif eh malah positif😭,Positif
"pusing mulu kirain positif covid, ternyata positif miskin :’)",Positif
"Dannnnnnn... I am covid positive. Kukira kusendiri, taunya ibuk ikutan positif 🥺 puji Tuhan dek evan, dek maria, bapak, negatif. Jgn nyusul deh tolak dlm nama Tuhan Yesus. Gws ya buk, kita berdua💪 https://t.co/0Xfg0Z5urP",Positif
Kukira masuk angin ternyata positif covid,Positif
"Badan dah mulai panas dingin kukira fositiv covid, dan ternyata positif kangen kamu 🤭",Negatif
"Badan demam, nyeri sendi, kukira positif covid, eh ternyata positif kanker(kantong kering).",Negatif
kukira pake masker positif covid gk taunya kalah glowing wkwk,Negatif
"Work! Gw positif cvid, baru sudah antigen dan pcr udah, senin nanti hasilny.. Kira kira minum obat apa yaa biar ga parah? Skrg sih cuma rada gaenak badan doang sih ga kenapa knpa bgt gituu gejalanya skrg",Positif
"kemaren gue kira gelaja positif covid, ternyata positif puyeng skripsweet.",Negatif
"Aku terkonfirmasi positif setelah antigen dan pcr. Awalnya temen kantor ada yg positif, tapi pas itu juga sekantor lagi nggk enak badan semua. Besokannya pas sore badan mulai demam dan linu, tengah malemnya panas tinggi sampai 38,9. Karena aku ada riwayat tipes, ku kira cont-",Positif
akhirnya gue negatif covid tapi badan malah drop pas diperiksa malah gejala tipes mantap betul :'),Negatif
"Udah 3 hari ini aku sakit trs gejala yg aku rasain tuh pertama sakit tenggorokan sampe akhirnya Batuk trs nambah jadi ada demam, mual, pusing sama flu nya juga. Udh di swab tapi hasilnya negatif",Negatif
"pulang dr tmpt pcr knp malah ada gejala, pdhl hasil pcrnya negatif😅",Negatif
"Sedang sakit🤣. Pada hari ke-10 aku mendapatkan surat sehat dan juga alhamdulillah hasil antigen ku sudah negatif, sehingga aku bisa melanjutkan sisa 3 hari isoman di kos. Badanku sudah sehat dan bebas dari gejala yang ada sebelumnya.",Negatif
Day 4. Gaada perubahan. Kecuali demam mulai turun. Oh dtambah pusing yg cukup bikin jambak² rambut. Di hari ini swab antigen yg hasilnya: POSITIVE. Pdhl kukira dgn demam yg mulai turun dan gejala lain nyemek² bisa bakal negatif. Ternyata ndak dong 😂,Positif
"aku gejala radang, batuk, pilek gtu sih nder. tp pas PCR hasilnya negatif",Negatif
"Aku juga demam tinggi, dan ga batuk. Swab kemarin negatif. Makan pahit, ternyata gejala tipes. Dan sekarang pilek😢",Negatif
"Iyaaa, dari 5 hari sebelum pcr sampai setelahnya pun enggak ada gejala dan alhamdullilah negatif. 🥺",Negatif
"@Thaanitaa_ mba hasilnya negatif mba, berarti antara gejala tifus atau gimna aku ini mba, tapi tenggorokan sma kepala mah masih sakit",Negatif
"Ok, akhirnya saya positif. Dengan gaya hidup di Bali yang seakan tidak ada pandemi & sering berinteraksi dekat dengan orang-orang positif sejak 2020, it’s amazing baru sekarang dapetnya. Ini pun cuma batuk pilek tanpa aneh-aneh lainnya. Alhamdulillah ya Allah. (A THREAD) https://t.co/UgSZvqesOE",Positif
"Dari sekian banyak hal positif, kenapa yang saya miliki hanya positif covid :')",Positif
Yaa masa saya positif lagi😭😭😭,Positif
Dan ternyata hasilnya positif. 😅😅 saya sudah curiga sih. Pas ngantri di loket. Ditambah kondisi masih tidak fit sehabis operasi.,Positif
"Yaa Allah,
Ketika seminggu terakhir ini, sering dapat info orang yg positif (Covid, DBD,Hamil) Saya Positif CACAR...
dan sama, Saya harus Isoman..",Negatif
"Saya di masa Omicron in8 sudah 2x positif, Alhamdulillah keduanya aman, gejala ringan seperti bapil umumnya plus badan terasa capek.",Positif
Omicron emang bikin pencernaan bermasalah ya? Atau di aku aja ? Selama positif sehari bisa 4-5 kali nongkrong di wc -_-,Positif
iya aku positif soalnya😅 tapi ngga papa. always be happy & take care yaa,Positif
"Iya, dan kemarin aku cek ke dokter suruh swab. Ternyata positif covid 🥲👌",Positif
"4hari yang laluu di swab hasilnya positif, panik pasti. Pertama ngabarin doi sambil gemeter huhu nangiss.
Makasi ya syg udah mau aku repotin luv🤍 @mr_diooct https://t.co/ANldOqxcvg",Positif
Ini pertama kali aku positif covid. Aku juga udah vaksin booster. Jd meskipun udah vaksin tetep jaga prokes guys,Positif
udh 2 hari ga nafsu makan 😭😭 sampe nangis karena hrs paksa makan karena harus minum obat soalnya aku positif.. tapi ga mood makan itu gmn 😭 tadi malem masak indomie sebungkus aja ga abis.. 😩😩,Positif
"Huhu hari ini aku test swab, eh ternyata positif, jadi ya gitu deh 😞",Positif
Aku swab trus hasilnya masih positif,Positif
"Tadi abis tes pcr, aku positif.",Positif
"lagi positif covid + lepi rusak :"")) keknya aku libur ngehunter dulu",Positif
aku positif c word😭😭😭😭😭😭,Positif
"Ya gitu la aku, covid ud negatif begonya malah positif hehehe",Negatif
"plg ke rumah pun, gue lgsg pisah kamar dengan anak dan istri. udah status siaga 1 siap2 kalo gue positif lagi.
8. hari sabtu pagi, hasilnya keluar. dan ternyata bener gue POSITIF COVID lagi. 
yg pertama Delta, yg kedua Omicron.",Positif
"aku lagi positif omicron nih... gejalanya demam sampe 39° tapi cuma sehari aja. terus batuk pilek, pusing lemas dan pegal linu",Positif
Omicron kali ini gw ga ngerasain sakit yg berlebihan cuma bersin trs pilek sehari swab tibatiba positif dah gitu doang ga ngerasa sakit apapun bahkan pilek aja engga sekarang :v,Positif
"negatif omicron, positif mencintaimu. alahhhh siahhh boyyyy 😂 https://t.co/18KYWdZEP9",Negatif
"Alhamdulillah positif. 
Dulu varian delta 16 hari baru fit. 😌 ini omicron jangan lama2 ya. 😌",Positif
duarrr dua orang positif omicron di tambah gue satu :),Positif
"Hari keempat positif omicron. Masih clean-sheet gaada gejala ✌️
Vax works 👍",Positif
"Gue positif omicron, lebih sakit dripada varian alfa, asli jujur inimah. Paling ga enak pas demam mengigil atau batuk, rasanya kaya urat ketarik semua + badan linu, semoga bapaknya sehat terus ya.",Positif
"Pusing kirain positif omicron, ternyata positif gada duit~~~",Negatif
"2 hari d nyatakan positif omicron, gila kepala berat bgtt, ngilu, hidung mampet, tenggorokan gatel + batuk kering, sesek nafas🤕🤕🤕🤕",Positif
"Izin berbagi kebahagiaan, AKHIRNYA AKU GARIS SATU alias NEGATIF OMICRON, nangisss nga nyangka secepet itu 😭😭😭, MAKASI YA ALLAHHH 🤲😭

*besoknya udah langsung penerbangan ke pulau orang buat prepare kuliah https://t.co/4UO5AJRnhI",Negatif
"Negatif omicron, positif dbd.
(Trombosit normal: 150ribu) stay safe. https://t.co/HpFEhNLV01",Negatif
Alhamdulillah puji tuhan negatif omicron positif ganteng,Negatif
Udah gejala omicron tau taunya negatif. Puji Tuhan,Negatif
negatif omicron positif dilarani🤕,Negatif
"hi bestie, Alhamdulillah aku negatif omicron ☺️👍🏻",Negatif
kok bisa si sekeluarga kena omicron tapi gue doang yang negatif,Negatif
DOH GUA KIRA GUA OMICRON NJIR TAUNYA TADI NEGATIF TP TMAN SERUANGAN GUA DI KNTOR 3 POSITIF.,Negatif
negatif corona positif keleleken https://t.co/RKu1UyxPdn,Negatif
AKHIRNYAA NEGATIF!!! Corona kambing memang,Negatif
Aku sembuh batuk 2minggu setelah negatif corona 🥲,Negatif
"Negatif corona, positif tipes wkwk semangatttt biar cepet kerja lagi 🤣🤣",Negatif
"negatif corona, positif depresi.",Negatif
"Lagi flu batuk tapi pengen beli es boba, yaudah beli 😅 (eeits tenang aku ga corona ya guys, negatif) https://t.co/GEubVfq5OW",Negatif
"Alhamdulillah negatif. Corona, please go away ya 🤗",Negatif
